id,nombre,created_at,updated_at
411,Material_0411,2021-02-26 00:00:00,2023-11-21 00:00:00
412,Material_0412,2021-12-07 00:00:00,2021-05-14 00:00:00
413,Material_0413,2023-09-24 00:00:00,2020-01-06 00:00:00
414,Material_0414,2020-07-12 00:00:00,2021-08-01 00:00:00
415,Material_0415,2024-12-30 00:00:00,2024-04-21 00:00:00
416,Material_0416,2021-01-30 00:00:00,2020-03-13 00:00:00
417,Material_0417,2022-03-01 00:00:00,2022-04-10 00:00:00
418,Material_0418,2022-08-15 00:00:00,2020-07-04 00:00:00
419,Material_0419,2024-09-09 00:00:00,2020-05-23 00:00:00
420,Material_0420,2023-09-12 00:00:00,2023-09-09 00:00:00
421,Material_0421,2022-09-05 00:00:00,2024-07-24 00:00:00
422,Material_0422,2022-05-27 00:00:00,2022-08-12 00:00:00
423,Material_0423,2021-09-29 00:00:00,2022-03-26 00:00:00
424,Material_0424,2022-06-17 00:00:00,2021-05-12 00:00:00
425,Material_0425,2021-04-10 00:00:00,2023-10-14 00:00:00
426,Material_0426,2020-09-23 00:00:00,2022-02-15 00:00:00
427,Material_0427,2021-05-19 00:00:00,2024-01-08 00:00:00
428,Material_0428,2021-04-14 00:00:00,2022-10-07 00:00:00
429,Material_0429,2020-08-23 00:00:00,2024-03-06 00:00:00
430,Material_0430,2022-04-17 00:00:00,2022-08-22 00:00:00
431,Material_0431,2024-05-15 00:00:00,2022-12-18 00:00:00
432,Material_0432,2022-09-10 00:00:00,2022-12-01 00:00:00
433,Material_0433,2020-09-03 00:00:00,2024-07-30 00:00:00
434,Material_0434,2021-06-19 00:00:00,2021-08-24 00:00:00
435,Material_0435,2021-05-21 00:00:00,2024-01-13 00:00:00
436,Material_0436,2021-04-24 00:00:00,2024-11-22 00:00:00
437,Material_0437,2022-08-07 00:00:00,2024-04-29 00:00:00
438,Material_0438,2020-10-12 00:00:00,2022-05-13 00:00:00
439,Material_0439,2023-05-22 00:00:00,2022-10-07 00:00:00
440,Material_0440,2021-06-28 00:00:00,2022-07-27 00:00:00
441,Material_0441,2021-07-11 00:00:00,2021-07-17 00:00:00
442,Material_0442,2023-06-14 00:00:00,2022-02-21 00:00:00
443,Material_0443,2021-08-31 00:00:00,2022-11-08 00:00:00
444,Material_0444,2021-05-03 00:00:00,2023-04-09 00:00:00
445,Material_0445,2021-01-06 00:00:00,2022-03-22 00:00:00
446,Material_0446,2023-04-14 00:00:00,2023-11-09 00:00:00
447,Material_0447,2020-01-07 00:00:00,2020-08-14 00:00:00
448,Material_0448,2022-12-05 00:00:00,2023-10-23 00:00:00
449,Material_0449,2021-10-23 00:00:00,2021-12-18 00:00:00
450,Material_0450,2021-04-13 00:00:00,2020-07-14 00:00:00
451,Material_0451,2022-08-26 00:00:00,2020-11-05 00:00:00
452,Material_0452,2020-10-05 00:00:00,2024-10-19 00:00:00
453,Material_0453,2023-05-13 00:00:00,2023-10-06 00:00:00
454,Material_0454,2021-09-22 00:00:00,2022-10-02 00:00:00
455,Material_0455,2022-08-02 00:00:00,2022-01-08 00:00:00
456,Material_0456,2021-05-18 00:00:00,2020-05-26 00:00:00
457,Material_0457,2024-04-22 00:00:00,2020-01-01 00:00:00
458,Material_0458,2021-11-16 00:00:00,2021-05-23 00:00:00
459,Material_0459,2024-03-23 00:00:00,2021-06-12 00:00:00
460,Material_0460,2020-11-13 00:00:00,2023-08-26 00:00:00
461,Material_0461,2022-08-31 00:00:00,2022-04-01 00:00:00
462,Material_0462,2021-01-31 00:00:00,2023-06-25 00:00:00
463,Material_0463,2024-10-02 00:00:00,2020-10-12 00:00:00
464,Material_0464,2024-11-14 00:00:00,2022-10-28 00:00:00
465,Material_0465,2023-03-11 00:00:00,2023-11-25 00:00:00
466,Material_0466,2023-03-19 00:00:00,2020-07-19 00:00:00
467,Material_0467,2020-04-16 00:00:00,2022-04-10 00:00:00
468,Material_0468,2021-02-04 00:00:00,2020-01-03 00:00:00
469,Material_0469,2022-09-25 00:00:00,2024-05-11 00:00:00
470,Material_0470,2024-02-09 00:00:00,2024-02-16 00:00:00
471,Material_0471,2020-01-15 00:00:00,2022-06-22 00:00:00
472,Material_0472,2024-12-02 00:00:00,2024-06-13 00:00:00
473,Material_0473,2023-09-19 00:00:00,2022-09-27 00:00:00
474,Material_0474,2023-03-19 00:00:00,2020-10-05 00:00:00
475,Material_0475,2020-10-27 00:00:00,2022-03-29 00:00:00
476,Material_0476,2021-02-07 00:00:00,2023-11-12 00:00:00
477,Material_0477,2021-07-19 00:00:00,2024-06-06 00:00:00
478,Material_0478,2024-03-14 00:00:00,2022-03-29 00:00:00
479,Material_0479,2022-04-25 00:00:00,2021-07-28 00:00:00
480,Material_0480,2022-01-25 00:00:00,2022-05-06 00:00:00
481,Material_0481,2021-04-26 00:00:00,2021-05-05 00:00:00
482,Material_0482,2020-07-03 00:00:00,2020-09-14 00:00:00
483,Material_0483,2024-06-05 00:00:00,2020-07-09 00:00:00
484,Material_0484,2022-12-27 00:00:00,2021-12-08 00:00:00
485,Material_0485,2021-04-21 00:00:00,2024-12-26 00:00:00
486,Material_0486,2020-05-17 00:00:00,2023-09-06 00:00:00
487,Material_0487,2023-03-21 00:00:00,2023-07-31 00:00:00
488,Material_0488,2024-05-26 00:00:00,2021-06-26 00:00:00
489,Material_0489,2022-10-10 00:00:00,2022-03-06 00:00:00
490,Material_0490,2023-01-18 00:00:00,2020-12-07 00:00:00
491,Material_0491,2022-09-07 00:00:00,2021-01-10 00:00:00
492,Material_0492,2020-06-24 00:00:00,2022-02-20 00:00:00
493,Material_0493,2024-05-25 00:00:00,2023-02-11 00:00:00
494,Material_0494,2024-03-13 00:00:00,2021-03-10 00:00:00
495,Material_0495,2022-07-20 00:00:00,2023-04-27 00:00:00
496,Material_0496,2021-01-16 00:00:00,2024-12-11 00:00:00
497,Material_0497,2023-12-03 00:00:00,2022-01-23 00:00:00
498,Material_0498,2021-04-27 00:00:00,2023-06-25 00:00:00
499,Material_0499,2023-04-02 00:00:00,2021-05-17 00:00:00
500,Material_0500,2021-04-13 00:00:00,2023-04-12 00:00:00
501,Material_0501,2024-10-13 00:00:00,2024-12-08 00:00:00
502,Material_0502,2024-09-22 00:00:00,2024-06-30 00:00:00
503,Material_0503,2021-02-09 00:00:00,2020-12-10 00:00:00
504,Material_0504,2022-10-07 00:00:00,2024-08-25 00:00:00
505,Material_0505,2024-11-08 00:00:00,2020-08-16 00:00:00
506,Material_0506,2020-11-01 00:00:00,2022-12-12 00:00:00
507,Material_0507,2023-11-03 00:00:00,2021-09-27 00:00:00
508,Material_0508,2022-07-26 00:00:00,2024-02-18 00:00:00
509,Material_0509,2021-07-04 00:00:00,2024-03-26 00:00:00
510,Material_0510,2023-11-03 00:00:00,2022-04-29 00:00:00
511,Material_0511,2021-06-09 00:00:00,2022-06-22 00:00:00
512,Material_0512,2022-04-07 00:00:00,2020-01-18 00:00:00
513,Material_0513,2023-08-23 00:00:00,2020-03-24 00:00:00
514,Material_0514,2022-10-04 00:00:00,2024-03-18 00:00:00
515,Material_0515,2024-03-27 00:00:00,2024-04-19 00:00:00
516,Material_0516,2021-03-12 00:00:00,2020-02-10 00:00:00
517,Material_0517,2021-04-25 00:00:00,2023-07-14 00:00:00
518,Material_0518,2021-03-23 00:00:00,2021-06-05 00:00:00
519,Material_0519,2020-03-21 00:00:00,2022-10-15 00:00:00
520,Material_0520,2023-07-20 00:00:00,2021-08-09 00:00:00
521,Material_0521,2021-04-24 00:00:00,2022-01-15 00:00:00
522,Material_0522,2021-02-26 00:00:00,2024-10-06 00:00:00
523,Material_0523,2020-08-04 00:00:00,2024-09-30 00:00:00
524,Material_0524,2021-12-28 00:00:00,2023-09-12 00:00:00
525,Material_0525,2023-05-11 00:00:00,2023-04-28 00:00:00
526,Material_0526,2022-11-17 00:00:00,2022-04-14 00:00:00
527,Material_0527,2021-06-09 00:00:00,2022-03-17 00:00:00
528,Material_0528,2021-12-03 00:00:00,2023-03-21 00:00:00
529,Material_0529,2023-10-21 00:00:00,2020-04-20 00:00:00
530,Material_0530,2021-04-16 00:00:00,2021-12-10 00:00:00
531,Material_0531,2024-06-11 00:00:00,2021-09-06 00:00:00
532,Material_0532,2022-04-02 00:00:00,2021-11-25 00:00:00
533,Material_0533,2023-09-13 00:00:00,2020-03-16 00:00:00
534,Material_0534,2022-04-26 00:00:00,2024-12-10 00:00:00
535,Material_0535,2021-11-09 00:00:00,2021-04-04 00:00:00
536,Material_0536,2022-09-10 00:00:00,2022-08-14 00:00:00
537,Material_0537,2020-01-02 00:00:00,2020-10-20 00:00:00
538,Material_0538,2023-02-24 00:00:00,2023-05-25 00:00:00
539,Material_0539,2022-12-26 00:00:00,2024-04-23 00:00:00
540,Material_0540,2023-01-25 00:00:00,2020-07-11 00:00:00
541,Material_0541,2021-11-25 00:00:00,2022-06-24 00:00:00
542,Material_0542,2022-04-09 00:00:00,2021-04-10 00:00:00
543,Material_0543,2020-10-23 00:00:00,2020-12-19 00:00:00
544,Material_0544,2022-04-06 00:00:00,2023-09-08 00:00:00
545,Material_0545,2021-05-11 00:00:00,2020-10-13 00:00:00
546,Material_0546,2022-01-20 00:00:00,2023-10-20 00:00:00
547,Material_0547,2024-10-16 00:00:00,2024-12-11 00:00:00
548,Material_0548,2024-04-10 00:00:00,2022-12-26 00:00:00
549,Material_0549,2024-05-12 00:00:00,2023-11-15 00:00:00
550,Material_0550,2023-12-07 00:00:00,2022-11-23 00:00:00
551,Material_0551,2022-06-29 00:00:00,2021-08-19 00:00:00
552,Material_0552,2020-10-02 00:00:00,2024-12-24 00:00:00
553,Material_0553,2024-08-30 00:00:00,2021-07-22 00:00:00
554,Material_0554,2024-07-06 00:00:00,2020-04-13 00:00:00
555,Material_0555,2021-11-21 00:00:00,2024-01-21 00:00:00
556,Material_0556,2020-02-05 00:00:00,2021-05-25 00:00:00
557,Material_0557,2020-01-28 00:00:00,2024-06-13 00:00:00
558,Material_0558,2023-10-16 00:00:00,2021-12-21 00:00:00
559,Material_0559,2020-09-09 00:00:00,2022-01-06 00:00:00
560,Material_0560,2021-09-25 00:00:00,2020-08-30 00:00:00
561,Material_0561,2024-07-01 00:00:00,2021-05-07 00:00:00
562,Material_0562,2021-09-02 00:00:00,2020-11-22 00:00:00
563,Material_0563,2022-01-27 00:00:00,2020-10-30 00:00:00
564,Material_0564,2023-02-15 00:00:00,2022-04-24 00:00:00
565,Material_0565,2022-10-05 00:00:00,2020-06-07 00:00:00
566,Material_0566,2024-10-10 00:00:00,2020-11-24 00:00:00
567,Material_0567,2022-07-21 00:00:00,2022-02-06 00:00:00
568,Material_0568,2023-04-17 00:00:00,2023-05-11 00:00:00
569,Material_0569,2021-09-01 00:00:00,2024-04-09 00:00:00
570,Material_0570,2021-01-26 00:00:00,2024-09-04 00:00:00
571,Material_0571,2021-03-20 00:00:00,2021-05-18 00:00:00
572,Material_0572,2021-02-12 00:00:00,2024-09-02 00:00:00
573,Material_0573,2024-08-07 00:00:00,2022-03-08 00:00:00
574,Material_0574,2024-09-11 00:00:00,2024-03-29 00:00:00
575,Material_0575,2020-05-10 00:00:00,2023-11-08 00:00:00
576,Material_0576,2023-09-28 00:00:00,2022-02-11 00:00:00
577,Material_0577,2022-10-16 00:00:00,2023-08-29 00:00:00
578,Material_0578,2020-05-07 00:00:00,2021-06-02 00:00:00
579,Material_0579,2021-11-25 00:00:00,2021-07-07 00:00:00
580,Material_0580,2023-08-25 00:00:00,2021-12-14 00:00:00
581,Material_0581,2023-03-03 00:00:00,2021-06-30 00:00:00
582,Material_0582,2024-03-12 00:00:00,2021-02-26 00:00:00
583,Material_0583,2023-01-05 00:00:00,2024-01-13 00:00:00
584,Material_0584,2021-04-02 00:00:00,2024-07-31 00:00:00
585,Material_0585,2021-06-19 00:00:00,2020-04-09 00:00:00
586,Material_0586,2023-11-02 00:00:00,2023-11-11 00:00:00
587,Material_0587,2020-01-02 00:00:00,2020-07-30 00:00:00
588,Material_0588,2023-06-18 00:00:00,2024-04-05 00:00:00
589,Material_0589,2024-04-22 00:00:00,2021-01-22 00:00:00
590,Material_0590,2024-04-11 00:00:00,2020-09-07 00:00:00
591,Material_0591,2022-10-06 00:00:00,2020-06-22 00:00:00
592,Material_0592,2024-05-30 00:00:00,2020-03-06 00:00:00
593,Material_0593,2023-04-21 00:00:00,2023-09-02 00:00:00
594,Material_0594,2021-09-29 00:00:00,2024-10-25 00:00:00
595,Material_0595,2020-05-03 00:00:00,2020-08-21 00:00:00
596,Material_0596,2024-11-17 00:00:00,2023-02-09 00:00:00
597,Material_0597,2023-06-17 00:00:00,2020-01-01 00:00:00
598,Material_0598,2020-12-20 00:00:00,2024-06-07 00:00:00
599,Material_0599,2020-07-24 00:00:00,2023-07-11 00:00:00
600,Material_0600,2023-10-14 00:00:00,2024-02-25 00:00:00
601,Material_0601,2021-01-15 00:00:00,2024-08-16 00:00:00
602,Material_0602,2023-12-24 00:00:00,2024-09-15 00:00:00
603,Material_0603,2022-09-15 00:00:00,2023-04-25 00:00:00
604,Material_0604,2021-02-13 00:00:00,2023-05-19 00:00:00
605,Material_0605,2020-07-14 00:00:00,2024-11-03 00:00:00
606,Material_0606,2020-03-06 00:00:00,2021-06-29 00:00:00
607,Material_0607,2022-05-11 00:00:00,2020-07-28 00:00:00
608,Material_0608,2020-07-16 00:00:00,2024-02-20 00:00:00
609,Material_0609,2020-02-12 00:00:00,2021-11-11 00:00:00
610,Material_0610,2023-07-22 00:00:00,2021-04-11 00:00:00
611,Material_0611,2021-08-15 00:00:00,2020-08-12 00:00:00
612,Material_0612,2020-04-09 00:00:00,2024-10-19 00:00:00
613,Material_0613,2020-05-26 00:00:00,2024-05-16 00:00:00
614,Material_0614,2021-09-10 00:00:00,2021-06-01 00:00:00
615,Material_0615,2020-05-17 00:00:00,2023-04-10 00:00:00
616,Material_0616,2020-06-01 00:00:00,2020-04-23 00:00:00
617,Material_0617,2021-08-25 00:00:00,2024-10-17 00:00:00
618,Material_0618,2021-09-08 00:00:00,2023-05-04 00:00:00
619,Material_0619,2021-01-27 00:00:00,2023-03-24 00:00:00
620,Material_0620,2024-03-02 00:00:00,2020-02-02 00:00:00
621,Material_0621,2023-08-04 00:00:00,2024-07-30 00:00:00
622,Material_0622,2021-07-01 00:00:00,2024-08-13 00:00:00
623,Material_0623,2024-01-30 00:00:00,2023-05-12 00:00:00
624,Material_0624,2024-12-10 00:00:00,2024-08-30 00:00:00
625,Material_0625,2022-05-18 00:00:00,2023-04-23 00:00:00
626,Material_0626,2020-08-24 00:00:00,2023-01-30 00:00:00
627,Material_0627,2022-07-11 00:00:00,2021-07-28 00:00:00
628,Material_0628,2021-06-24 00:00:00,2022-06-02 00:00:00
629,Material_0629,2020-01-28 00:00:00,2024-09-28 00:00:00
630,Material_0630,2023-10-08 00:00:00,2024-08-31 00:00:00
631,Material_0631,2023-01-03 00:00:00,2024-11-18 00:00:00
632,Material_0632,2021-12-13 00:00:00,2022-05-23 00:00:00
633,Material_0633,2024-03-11 00:00:00,2021-07-08 00:00:00
634,Material_0634,2020-06-02 00:00:00,2022-02-16 00:00:00
635,Material_0635,2024-12-26 00:00:00,2022-10-13 00:00:00
636,Material_0636,2020-04-19 00:00:00,2021-07-03 00:00:00
637,Material_0637,2021-11-18 00:00:00,2020-04-10 00:00:00
638,Material_0638,2021-08-16 00:00:00,2024-07-16 00:00:00
639,Material_0639,2023-01-23 00:00:00,2023-01-27 00:00:00
640,Material_0640,2022-05-28 00:00:00,2023-06-16 00:00:00
641,Material_0641,2024-09-11 00:00:00,2022-05-07 00:00:00
642,Material_0642,2021-06-11 00:00:00,2021-11-21 00:00:00
643,Material_0643,2024-11-27 00:00:00,2023-08-12 00:00:00
644,Material_0644,2021-06-13 00:00:00,2024-11-01 00:00:00
645,Material_0645,2023-01-17 00:00:00,2023-08-07 00:00:00
646,Material_0646,2022-06-26 00:00:00,2024-02-21 00:00:00
647,Material_0647,2020-02-18 00:00:00,2023-03-24 00:00:00
648,Material_0648,2024-09-02 00:00:00,2021-05-20 00:00:00
649,Material_0649,2021-04-12 00:00:00,2023-07-12 00:00:00
650,Material_0650,2023-11-07 00:00:00,2021-05-04 00:00:00
651,Material_0651,2020-09-26 00:00:00,2021-01-11 00:00:00
652,Material_0652,2021-06-28 00:00:00,2023-08-12 00:00:00
653,Material_0653,2023-04-23 00:00:00,2020-12-30 00:00:00
654,Material_0654,2023-08-21 00:00:00,2024-06-05 00:00:00
655,Material_0655,2024-06-17 00:00:00,2024-09-07 00:00:00
656,Material_0656,2024-03-18 00:00:00,2024-04-01 00:00:00
657,Material_0657,2023-05-06 00:00:00,2022-12-10 00:00:00
658,Material_0658,2021-11-12 00:00:00,2021-02-13 00:00:00
659,Material_0659,2024-06-13 00:00:00,2024-08-06 00:00:00
660,Material_0660,2023-06-24 00:00:00,2020-01-11 00:00:00
661,Material_0661,2024-01-25 00:00:00,2022-03-28 00:00:00
662,Material_0662,2020-09-12 00:00:00,2023-04-11 00:00:00
663,Material_0663,2020-03-20 00:00:00,2020-06-17 00:00:00
664,Material_0664,2020-10-12 00:00:00,2024-07-07 00:00:00
665,Material_0665,2023-11-17 00:00:00,2023-09-09 00:00:00
666,Material_0666,2024-12-01 00:00:00,2022-01-09 00:00:00
667,Material_0667,2021-06-27 00:00:00,2024-03-11 00:00:00
668,Material_0668,2022-02-17 00:00:00,2020-04-02 00:00:00
669,Material_0669,2024-08-18 00:00:00,2022-10-19 00:00:00
670,Material_0670,2020-02-05 00:00:00,2020-02-11 00:00:00
671,Material_0671,2022-05-25 00:00:00,2020-09-16 00:00:00
672,Material_0672,2023-12-28 00:00:00,2021-07-12 00:00:00
673,Material_0673,2020-09-02 00:00:00,2023-06-26 00:00:00
674,Material_0674,2023-09-13 00:00:00,2024-03-04 00:00:00
675,Material_0675,2023-03-14 00:00:00,2024-07-04 00:00:00
676,Material_0676,2021-03-04 00:00:00,2020-10-09 00:00:00
677,Material_0677,2022-05-08 00:00:00,2022-07-10 00:00:00
678,Material_0678,2023-10-11 00:00:00,2020-07-09 00:00:00
679,Material_0679,2022-01-20 00:00:00,2021-09-19 00:00:00
680,Material_0680,2021-12-23 00:00:00,2020-09-01 00:00:00
681,Material_0681,2021-03-24 00:00:00,2020-05-27 00:00:00
682,Material_0682,2020-05-02 00:00:00,2022-02-27 00:00:00
683,Material_0683,2024-01-14 00:00:00,2022-05-25 00:00:00
684,Material_0684,2021-07-23 00:00:00,2021-06-19 00:00:00
685,Material_0685,2022-11-25 00:00:00,2022-06-03 00:00:00
686,Material_0686,2021-12-17 00:00:00,2021-02-15 00:00:00
687,Material_0687,2020-12-09 00:00:00,2021-09-13 00:00:00
688,Material_0688,2022-12-29 00:00:00,2022-12-24 00:00:00
689,Material_0689,2022-12-20 00:00:00,2023-01-01 00:00:00
690,Material_0690,2023-03-29 00:00:00,2023-06-22 00:00:00
691,Material_0691,2020-12-11 00:00:00,2020-03-16 00:00:00
692,Material_0692,2024-04-23 00:00:00,2021-05-23 00:00:00
693,Material_0693,2023-12-01 00:00:00,2020-12-10 00:00:00
694,Material_0694,2021-09-22 00:00:00,2022-09-17 00:00:00
695,Material_0695,2023-10-11 00:00:00,2021-06-10 00:00:00
696,Material_0696,2021-12-18 00:00:00,2021-01-04 00:00:00
697,Material_0697,2023-09-07 00:00:00,2022-11-27 00:00:00
698,Material_0698,2023-09-29 00:00:00,2022-08-12 00:00:00
699,Material_0699,2022-06-05 00:00:00,2020-11-05 00:00:00
700,Material_0700,2020-02-20 00:00:00,2024-04-17 00:00:00
